"Performance: Champions of Breakfast",5/2/2014,20:00,5/2/2014,20:50,FALSE,"Champions of Breakfast is the electropop collaboration of Moses Jackson and Val Hundreds. The band is one part punk rock, one part Brechtian showmanship, one part dance party. With a live show that acknowledges its own artificiality, the group takes the conventions of music performance and mutates them into a spectacle of hyperbolic proportion. Here, bass guitars are seven feet long and made of construction paper, everything on stage emits blindingly bright light, and the beats of every track are pushed straight into the red.  Speakers include:Val Hundreds, Moses Jackson","Charlevoix A",PUBLIC
"Performance: Starf",5/2/2014,21:00,5/2/2014,21:50,FALSE,"StarF is a pretty cool guy who occasionally yells at microphones and calls the results music. StarF was raised with Internet culture and music to lead the way, so it only made sense that eventually he would discover a musical community on the Internet where he could feel most at home. Aligning well with Scrub Club, StarF now works ever longer to become not only the best rapper he can be, but the best human he can be.   Speakers include:Starf","Charlevoix A",PUBLIC
"Performance: 2 Mello",5/2/2014,22:00,5/2/2014,22:50,FALSE,"2 Mello is a remix artist and soundtrack composer who chews up samples and neat sounds and spews out music that you can’t stop listening to. He is most famously known for Chrono Jigga, a mashup album that sees Jay-Z’s lyrics mixed with handcrafted beats sampling the Chrono Trigger soundtrack.   Speakers include:2 Mello","Charlevoix A",PUBLIC
"Designing and Making Sparring Weapons",5/3/2014,10:00,5/3/2014,10:50,FALSE,"Join us for a discussion about how to construct sparring weapons. When designing sparring weapons, we take into account many factors. Weight, flexibility, and many other elements of the materials allow for both safety and effectiveness. Construction techniques add to this. Come and add to the discussion as we begin with a historical weapon and talk through methods for creating a sparring weapon variant.
  Speakers include:Taylor Watkins, Douglas Tobin, Heather Gutterman","Charlevoix A",PUBLIC
"Great Engineers: Gotta Catch 'Em All",5/3/2014,11:00,5/3/2014,11:50,FALSE,"Is tech hiring like Pokemon?  How do you hire *and* hang on to good people?  What do recruiting and retention have to do with each other?  If you're looking for a job, does 'passion' in the job ad sound inspiring, or like 80-hour work weeks are expected?  The panelists have each been on both sides of the interview table.  Come hear their perspectives and share your own.  Speakers include:Sarah Elkins, Noah Sussman, Jer Lance","Charlevoix A",PUBLIC
"Metallurgy Wrapup",5/3/2014,12:00,5/3/2014,12:50,FALSE,"Professor Ron tells some of the favorite stories of metallurgy and teaching, including the tale of the 'trouser anaconda.' Q&A to follow.  Speakers include:Ron Demerino","Charlevoix A",PUBLIC
"Laptop Beats: How To Be A Computer Musician",5/3/2014,13:00,5/3/2014,13:50,FALSE,"Producer 2 Mello has been working with music software since he was a pre-teen, learning the techniques to create global hits while stuck in his bedroom in the sleepy city of Lexington, Kentucky. Now he is a well-known remixer and composer for two upcoming video games. His success is proof that no matter what their situation, anyone with a good ear and the willingness to learn can create compositions. Come hear about the preparations you'll need to take to get started in computer music.  Speakers include:2 Mello","Charlevoix A",PUBLIC
"Chiptune as an Instrument (It's More Than Just Videogame Songs!!)",5/3/2014,14:00,5/3/2014,14:50,FALSE,"The word 'chiptune' has been used as a genre of music, encompassing any/all music made on retro sound chips.  Not so much anymore.  Meet some of the artists breaking into new genres and pushing the limits of the chip sound.  Speakers include:barbeque, snesei, boaconstructor, The One Electronic, Monotony","Charlevoix A",PUBLIC
"Performance: Tom Smith",5/3/2014,16:00,5/3/2014,13:50,FALSE,"There's every other singer out there... and then there's Tom Smith. Tom is NOT your ordinary comedy musician. With the lyrical complexity  of Ashman and Sondheim, the vocal fireworks of Meat Loaf, the comedic  timing of Robin Williams, and the dynamic physique of the Skipper from  Gilligan's Island, the only thing he won't do is be boring.   Speakers include:Tom Smith","Charlevoix A",PUBLIC
"Performance: Scientific Sunshine",5/3/2014,16:00,5/3/2014,16:50,FALSE,"A one-woman music act, lyrically driven from her personal dreamscape.  Often incorporating themes of mythology into her lyrics, Scientific Sushine's ukulele and acoustic guitar powered songs are sure to have you singing and dancing along.  Speakers include:Jordan Alexandria","Charlevoix A",PUBLIC
"Performance: Devo Spice",5/3/2014,15:00,5/3/2014,15:50,FALSE,"Devo Spice is a nerdcore and comedy rapper from New Jersey who has been called “the red-headed stepson of Weird Al Yankovic and Eminem.” His demented brand of hip hop made him one of the most popular artists on the nationally syndicated Dr. Demento Show.  Speakers include:Devo Spice","Charlevoix A",PUBLIC
"Test Drive a Minimoog",5/3/2014,18:00,5/3/2014,18:50,FALSE,"Have you ever dreamed of playing a classic Moog Minimoog synthesizer? Filker and synthesizer geek Jim Poltrone will demonstrate the operation and signal path of this classic synth, and encourage interested people to create their own sounds with it. Patch sheets will be provided.  Speakers include:Jim Poltrone","Charlevoix A",PUBLIC
"Speed Dating for Open Relationships",5/3/2014,19:00,5/3/2014,19:50,FALSE,"If you are interested in, or already involved in polyamory, and want to meet new available people at the con, join us for a round of poly speed dating!  Speakers include:Dana McNabb","Charlevoix A",PUBLIC
"Geek Prom",5/3/2014,21:00,5/3/2014,22:50,FALSE,"This year's Geek Prom is themed 'Enchantment Under the Sea', just like in Back to the Future.  Come dance around Ernie Cline's Delorean!  Speakers include:","Charlevoix A",PUBLIC
"Board Game Design",5/4/2014,10:00,5/4/2014,10:50,FALSE,"What does it take to design and produce a new game? We will discuss all aspects, from initial concept and mechanics to playtesting and even funding through Kickstarter. This is a Q&A panel so bring your questions!  Speakers include:Matthew Duhan, Matt Arnold","Charlevoix A",PUBLIC
"Archetypes in Modern Culture",5/4/2014,11:00,5/4/2014,11:50,FALSE,"Joseph Campbell's 'Hero With a Thousand Faces' tells the tale of the Tale: the archetypal path of life.  What kind of a Hero are you? Where in your Quest are you? How does the concept of the Archetype in you impact your day to day?  Speakers include:Sal Sanfratello","Charlevoix A",PUBLIC
"Scrub Club Records Presents: DIY Till I Die: How to be a Successful Independent Artist",5/4/2014,12:00,5/4/2014,12:50,FALSE,"Scrub Club Records is the world's first and only, not for profit, independent, open source music label. Many people have questions on what it takes to be successful independently, and we are here to help! King Pheenix, StarF and 2 Mello will take your questions, and give you answers ranging from inspirational, to possibly insane, but always entertaining. Music is love -- let's spread it.  Speakers include:King Pheenix, 2 Mello, Starf","Charlevoix A",PUBLIC
"So You Want to 8-bit? ",5/4/2014,13:00,5/4/2014,13:50,FALSE,"Learn the tools tips and tricks for creating both 8-bit music and pixel art from some of the best artists around!  Check out this session if you're new to the chip/pixel world!  Speakers include:Ohhinaifu, The One Electronic, snesei, boaconstructor, barbeque","Charlevoix A",PUBLIC
"DNSSEC in 50 Minutes",5/4/2014,14:00,5/4/2014,14:50,FALSE,"The Domain Name System (DNS) is the backbone of the Internet and the most successful distributed database in history. It's also thirty years old, and perhaps the most insecure protocol in use today. DNS Security Extensions (DNSSEC) guarantees the integrity of DNS data. Deploying DNSSEC isn't that hard -- once you have a basic understanding of how it works. This talk takes you through the basics of DNSSEC and the deployment considerations. By the author of 'DNSSEC Mastery.'  Speakers include:Michael W. Lucas","Charlevoix A",PUBLIC
"Open Source Music Composition Tools",5/4/2014,15:00,5/4/2014,15:50,FALSE,"Join filker and synthesizer geek Jim Poltrone on a brief tour of some open-source music composition tools available to the Linux user. Items covered include (but not limited to) music composing/sequencing software Rosegarden, the audio redirection program JACK, to music publishing program Lilypond.  Speakers include:Jim Poltrone","Charlevoix A",PUBLIC
